architecture,name,description,category,link,tipo_arquitectura,services
r3g1Nym-ebY,Volkswagen Financial Services: Scaling Their Managed Platform Services by 600,"Financial services arm of Volkswagen so compliance and auditing is an important aspect of their apps.
    Video doesn't provide much information of the graph.
    CloudTrail is used to log everything and generate audit reports. It acts as the single source of truth.
    Their infra involves a large number of accounts which are managed via Aws Organisations.",other,https://www.youtube.com/watch?v=r3g1Nym-ebY,,"['IAM', 'CloudTrail', 'Fargate', 'Organizations', 'EC2', 'Inspector', 'AWSConfig']"
ec6j-MaOSUc,Treasury Intelligence Solutions: Managing Data Growth & Scalability with a Secure Data Lake,"To manage corporate payments. This architecture for 2 needs - data growth, making data available to internal teams. Restrcited access to data using lake formation and fine grain permissions. Automated the infra provisioning using terraform. Terraform also used to provide dataset descriptions to describe data products in a consistent way. Enables them to build a data marketplace. Glue workflows and Glue ETL processes to transform the data. 15TB data in Data lake growing at a rate of 500GB every month. Data access through market place and also through API gateway & Step functions. Experiment using Sage Maker for implementing ML, Macie to identify PII data, kinesis to injest logs from infra and applications to analyze.",data_ingestion,https://www.youtube.com/watch?v=ec6j-MaOSUc,,"['Lambda', 'DMS', 'ApiGateway', 'ThirdParty', 'S3', 'StepFunctions', 'Aurora', 'UserCompanyAnalyst', 'LakeFormation', 'UserCompanyDeveloper', 'Glue']"
5CwIt-Alqhg,Accenture: Building a Blockchain Circular Supply Chain,"supply chain solution. blockchain and payments. sustainability. 
    data comes in whose threshold is written into the lambda functions. smart contracts used on EKS. several logistics solved by EKS.
    key management done on cloud for compliance (prevents crypto hacks), people dont lose key. Cloud HSM is used (provided by AWS). 
    DynamoDB usage? dont need to hit blockchain again and again. fetch from db. need real time view for clients. 
    future purpose: move data to s3 then to sagemaker to create training models.
    off chain db. used for visualiztion.",data_ingestion,https://www.youtube.com/watch?v=5CwIt-Alqhg,Edge,"['Lambda', 'DynamoDB', 'SageMaker', 'ALB', 'SNS', 'S3', 'IoTCore', 'CloudHSM', 'UserCompanyAgent', 'CloudWatch', 'EKS']"
vp8oPiHN4cA,Novartis - Buying Engine: AI-powered Procurement Portal,,"data_ingestion,interactive",https://www.youtube.com/watch?v=vp8oPiHN4cA,,"['Lambda', 'DynamoDB', 'ApiGateway', 'SageMaker', 'UserConsumerWeb', 'OpenSearch', 'S3', 'StepFunctions', 'Neptune', 'Kinesis']"
mpgM2qeAfaQ,Brain Power Fidgetology: Automatic Analysis of Body Language Using Serverless and AI on AWS,"accesses video streams from devices and analyzes body language.
    rekognition used to analyze faces and body language.
    Kinesis stream 1 contains raw output of rekognition. Uses Lambda for post processing like face movement velocity. or alerts.
    Kinesis stream 2 is processed data.
    Use kinesis video and rekognitation because they interface well and did what they wanted.",compute_intensive,https://www.youtube.com/watch?v=mpgM2qeAfaQ,Edge,"['Lambda', 'ApiGateway', 'KinesisVideo', 'UserConsumerWebMobile', 'UserConsumerIOT', 'Kinesis', 'Rekognition', 'UserCompanyAnalyst']"
QOtCpD23118,LeasePlan: Leverages Serverless to Increase Driver Safety Reduce Fleet Costs and Lower Risk,"LeasePlan: world's largest fleet management company with over 1.8 million vehicles under management
    OneConnect: integrated Telematics platform which combines Telematics data with other sources (eg. fuel data)

    UserCompanyEdge has a number of sensors, including speed of vehicle, g-forces, GPS access, computer access
    SQS ensures the processing of each piece of data without dropping

    Open Street Maps data is pre-chunked into 5000 one-degree chunks (for rapid processing) using Athena",data_ingestion,https://www.youtube.com/watch?v=QOtCpD23118,Edge,"['Lambda', 'Athena', 'ThirdParty', 'S3', 'SQS', 'UserCompanyEdge', 'Kinesis', 'Glue']"
bxvZBfbyhiA,OnScale: Deploying HPCs for CAE Workloads on AWS,"HPC platform.
    It is HPC but it uses S3! EVEN HPC IS NOT USING FS!",compute_intensive,https://www.youtube.com/watch?v=bxvZBfbyhiA,HPC,"['Lambda', 'UserConsumerDeveloper', 'DynamoDB', 'SNS', 'EC2', 'S3', 'CloudWatch', 'EKS']"
6YkguepAQuQ,Aetion: Deploy Applications  Provision Cloud Resources with AWS Developer Tools,,control,https://www.youtube.com/watch?v=6YkguepAQuQ,,"['CodeBuild', 'CloudFormation', 'IAM', 'CodePipeline', 'CodeCommit', 'ALB', 'ECR', 'ECS', 'UserCompanyDeveloper', 'VPC']"
m8xtR3-ZQs8,Biogen: Centralized Logging Solution for Multi Accounts,"Collecting logs from individual accounts (hundreds of accounts) and storing them in a central account -- then can be searched and analysed.
    Use multi-account: individual accounts generate logs (network logs, infra logs, app logs) and eventually push into a centralized account.
    Individual Account: EC2 (app), CloudWatch-CloudTrail-FlowLogs (log collection), KinesisFireHose, Lambda
    Centralized Account: S3, Lambda, ElasticSearch, Kibana
    Why CloudWatch Agent and not Kinesis Agent: because KinesisAgent for windows wasn't avaiable, doesn't provide OS logs.
    Why S3 and not directly push to ElasticSearch? Great for flexibility (can use a different analysis/search tool in the future), S3 has elasticity (no worry of running out of space), resting data in S3 is encrypted
    Centralized logging is great for troubleshooting, easy to search and figure out cause of fault without having to look at each account.",data_ingestion,https://www.youtube.com/watch?v=m8xtR3-ZQs8,,"['Firehose', 'Lambda', 'CloudTrail', 'ThirdParty', 'EC2', 'S3', 'OpenSearch', 'CloudWatch']"
i10a06IU4WQ,Pinterest: Scalable Access Control with STS Token Vending,"The usecase is to restrict the data access and also make it accessible from Hadoop and others for data processing. Initially, used Iam roles and the EC2 instances are given Iam roles to access data. Everytime new role is created, they had to create service instances to do access control - not scalable. Making use of managed policies in STS to get tokens with managed policies. Graph is not very usable as they just mention how it gets the token which can be used to authorize requests and this is a graph for one such example use case.",control,https://www.youtube.com/watch?v=i10a06IU4WQ,,"['ThirdParty', 'EC2', 'S3', 'STS', 'UserCompanyAgent']"
D6rG9eZ5Qus,Graham Media Group: Modernizing Traditional Broadcasting with AWS,local television station group. digital solution for broadcasters. encoders used. helps work for different devices. need a media archive whenever they want to use.media live does the distribution encoding. trasncribe gives them the captioning.,interactive,https://www.youtube.com/watch?v=D6rG9eZ5Qus,Edge,"['MediaLive', 'MediaPackage', 'UserCompanyDataStream', 'ThirdParty', 'S3', 'MediaStore', 'Rekognition', 'CloudFront', 'Transcribe']"
dWCQw_KvlYQ,DAZN: Key Moments in Sport on Live Streaming Video,"Architecture of the key moments feature. This feature overlays graphic elements over sports videos (both live and on-demand).
    The graphic element here is called key-moment and is placed on the playbar.
    Flow starts from the electronic prgram guide that is served as a topic on SNS.
    Fargate extracts key frames from the videos. One Fargate instance is deployed per video stream.
    Millions of clients at a time connect to API Gateway during live sport event.
    API Gateway uses Route53 to perform a latency based routing to connect to most appropriate AWS region.
    ECS is hosted in each region.
    Redis is also discussed -- used instead of DyanmoDB in live events.",data_ingestion,https://www.youtube.com/watch?v=dWCQw_KvlYQ,Edge,"['Lambda', 'DynamoDB', 'ApiGateway', 'Fargate', 'UserConsumerTV', 'SNS', 'ThirdParty', 'StepFunctions', 'KinesisAnalytics', 'ECS', 'UserConsumerMobile', 'Rekognition']"
chQ1phTqvnY,Hi Res Cam: High Performance Object Detection with AWS Lambda Rekognition  TensorFlow German,"Hi.Res.Cam operates high-definition webcams for construction plans, monitoring, and marketing for construction sites
    Cameras are deployed worldwide to delivery high definition data to S3
    Rekognition is used for scene detection for future labeling
    The ML framework does object recognition in the image
    All lambda functions are in parallel
    Scale: two million S3 transactions daily
    RDS may be used to replace DynamoDB","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=chQ1phTqvnY,Edge,"['Lambda', 'DynamoDB', 'SNS', 'S3', 'StepFunctions', 'AmazonML', 'RDS', 'Rekognition']"
JVcKidzqpYY,Aramex: Leveraging AI ML to Enhance Customer Experience,"Logistics and transportation provider.
    Use ML-based text matching method to manage addresses (descriptive text to XY coordinate).
    UserCompanyDataStream is a source DB.","data_ingestion,interactive",https://www.youtube.com/watch?v=JVcKidzqpYY,,"['Lambda', 'DynamoDB', 'ApiGateway', 'SageMaker', 'UserCompanyDataStream', 'S3', 'RedShift', 'UserConsumerMobile', 'Glue']"
99nNHsbwBpg,SkyScanner: Building HighlyAvailable MultiRegion Kubernetes Clusters on 100 Amazon EC2 Spot,"userbase is 80million users. based on kubernetes. ec2 chosen. why not eks? eks wasnt even announced. they are 100% on spot instances.
     using autoscaling groups, deployed across multiple AZs. in each cluster, 120-130 nodes at peak. 3500-4500 cores at peak. 
     queries?one cluster 60-70k queries per second at peak. cluster autoscaler with autoscaling groups makes it suitable for high volume.
     they have to handle spot termination which is really imp if using spot instances. do it using instance metadata checking every 5 s. 
     the node gets deregistered from ELB. 
     issues? cluster autoscaler couldnt scale if ASG reached 0. needs atleast one node. handled by restaring the autoscaler periodically.",interactive,https://www.youtube.com/watch?v=99nNHsbwBpg,,"['EC2', 'AutoScaling']"
BX1K8x1lVLc,"Love, Bonito: Achieving Scalability Using Magento with Kubernetes","E-commerce platform.
    Web is powered by Magento.
    Magento by design is monolithic, but they have split it into 3 parts -- web app, chron jobs, admin panel -- and have different autoscaling rules for each.
    Mention k8s has advantages that deploying does not cause downtime.
    Future: headless applications.",interactive,https://www.youtube.com/watch?v=BX1K8x1lVLc,Edge,"['EKS', 'UserConsumerWeb', 'ECR', 'EC2', 'S3', 'ElastiCache', 'CloudFront', 'Aurora']"
vr00Jg_G6qs,Orion Health: Digital Front Door  Intelligently ConnectingConsumersto their Healthcare,"More than 55 deployments globally
    Digital Front Door: user looking for health info, book appointments, etc.
    Kendra is NLP-based rather than keyword-based search
    Uses built in kendra crawlers and custom crawlers (using Lambda)",data_ingestion,https://www.youtube.com/watch?v=vr00Jg_G6qs,,"['Lambda', 'ApiGateway', 'DynamoDB', 'UserConsumerWeb', 'Kendra', 'S3', 'UserConsumerHospital', 'UserCompanyInternalPlatform']"
JSBB-BCvavQ,Talabat: Applying the Right Strategies for a Successful Migration,"Aurora as it provides infinite scalability. 5000 orders per day. This is about migration from onpremises to cloud, nothing about the request flow. Future plan to move apps from BeanStalk to EKS",other,https://www.youtube.com/watch?v=JSBB-BCvavQ,,"['Lambda', 'EC2', 'BeanStalk', 'EKS', 'Aurora']"
Bi-1xjXvKgs,tixCraft: Handling Millions of Ticketing Requests with AWS,ticketing system - needs to handle high volume of concurrent users. Based on the predicted workload peak provision EC2 and ELB. Use spot block to preserve spot instances for some time. Future plans to explore container technology.,interactive,https://www.youtube.com/watch?v=Bi-1xjXvKgs,,"['EC2', 'DynamoDB', 'ELB', 'UserConsumerWeb']"
_EPfIJnBCoM,PayGo: Leveraging Smart Meters to Help Customers Conserve Energy!,"Utility payment company.
    Use database features that RDS didn't support at that time; the only option at that time was running SQL server on Windows inside EC2.
    Plan to move SQL server on Windows to native RDS.",interactive,https://www.youtube.com/watch?v=_EPfIJnBCoM,,"['ThirdParty', 'EC2', 'S3', 'ELB', 'UserConsumerMobile']"
QJZHs1CSxu0,Define Media: How Define Media Places Ads with Low Latency Using Sophisticated Machine Learning,"Training neural network on the cloud.
    The input data is users interaction with their webpage and corresponding ads.",compute_intensive,https://www.youtube.com/watch?v=QJZHs1CSxu0,,"['Lambda', 'DynamoDB', 'S3', 'SQS', 'UserConsumerMobile', 'EKS']"
ilsJgwcAshE,Amagi: Powering High Availability Broadcast Playout on AWS Cloud,"Linear broadcast pipeline - allows content owners to have a channel out of VoD and live events.
    An event can be somethine like a sporting event or news broadcast. The main input is the video feed from cameras.
    The feed is ingested by cloud port live. An automation system schedules the event and triggers cloud playout.
    Once triggered, cloud playout which fetches the video from cloud port live and assets from S3.
    The generated graphics from assets are then applied by cloud playout to the video. The information then goes to the Hitless Switcher.
    Hitless switcher switches between feeds during disaster recovery.",data_ingestion,https://www.youtube.com/watch?v=ilsJgwcAshE,Edge,"['DirectConnect', 'EC2', 'S3', 'UserCompanyHeadEnd', 'UserConsumerCamera', 'EKS']"
kHPGZOpbnok,"Ookla: Speedtest Intelligence Process 4,000 Reports per Second While Providing Near Real-time Insights",4000 reports per second. 24 hours retention in kinesis. Kinesis: robust scale. 5 petabytes in S3 datalake.,data_ingestion,https://www.youtube.com/watch?v=kHPGZOpbnok,,"['Firehose', 'Lambda', 'Athena', 'UserConsumerWeb', 'S3', 'RedShift', 'Kinesis', 'RDS']"
lTSZT10JMQA,Klap: How to Build a Video Clipping Pipeline in Serverless (French),"automated editing. used for sports betting, statistics. prev theyjust used S3. 50 gigs for 2 hr video.
    reliability was an issue. thus, used lambda as they couldnt store on hardware. all images from video processed at same time.
    why lambda? reliable, distributed, scalable, regardless of amount of video. constant adjustments depending on data. why ecs and ec2 - they do the actually editing.
    why not lambda? cant have a computation that lasts less than 20 mins. ecs and ec2 because last step not that expensive. 1 to 5 mil images per day for less than 10000 euros.",compute_intensive,https://www.youtube.com/watch?v=lTSZT10JMQA,Edge,"['Lambda', 'UserConsumerTV', 'UserCompanyDataStream', 'EC2', 'S3', 'StepFunctions', 'ECS']"
